C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Student has a C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.011906082210253157, insert, 0.07006369426751592, 0.0, 0.21153846153846154
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Student has a C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.011906082210253157, insert, 0.07006369426751592, 0.0, 0.21153846153846154
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.011710314218179429, insert, 0.06369426751592357, 0.0, 0.21153846153846154
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.011710314218179429, insert, 0.06369426751592357, 0.0, 0.21153846153846154
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.011710314218179429, insert, 0.06369426751592357, 0.0, 0.21153846153846154
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.011710314218179429, insert, 0.06369426751592357, 0.0, 0.21153846153846154
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.011569888331557313, insert, 0.07643312101910828, 0.0, 0.2
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.011569888331557313, insert, 0.07643312101910828, 0.0, 0.2
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.011569888331557313, insert, 0.07643312101910828, 0.0, 0.2
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.011569888331557313, insert, 0.07643312101910828, 0.0, 0.2
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has a A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.011514546226105702, insert, 0.05732484076433121, 0.0, 0.21153846153846154
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Student has a A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.011514546226105702, insert, 0.05732484076433121, 0.0, 0.21153846153846154
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Student has a A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.011514546226105702, insert, 0.05732484076433121, 0.0, 0.21153846153846154
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Student has a A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.011514546226105702, insert, 0.05732484076433121, 0.0, 0.21153846153846154
String,SIMPLE_NAME, line no: 62,println,SIMPLE_NAME, line no: 56, 0.011474044595621513, insert, 0.32919254658385094, 0.0, 0.42857142857142855
String,SIMPLE_NAME, line no: 63,println,SIMPLE_NAME, line no: 56, 0.011474044595621513, insert, 0.32919254658385094, 0.0, 0.42857142857142855
String,SIMPLE_NAME, line no: 69,println,SIMPLE_NAME, line no: 56, 0.011474044595621513, insert, 0.32919254658385094, 0.0, 0.42857142857142855
nextFloat,SIMPLE_NAME, line no: 64,mainClass,SIMPLE_NAME, line no: 48, 0.009885824205508726, insert, 0.31875, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 65,mainClass,SIMPLE_NAME, line no: 48, 0.009885824205508726, insert, 0.31875, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 66,mainClass,SIMPLE_NAME, line no: 48, 0.009885824205508726, insert, 0.31875, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 67,mainClass,SIMPLE_NAME, line no: 48, 0.009885824205508726, insert, 0.31875, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 70,mainClass,SIMPLE_NAME, line no: 48, 0.009885824205508726, insert, 0.31875, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 62,args,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 62,length,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 62,System,SIMPLE_NAME, line no: 53, 0.009861079860134783, insert, 0.11801242236024845, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 62,out,SIMPLE_NAME, line no: 56, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 63,args,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 63,length,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 63,System,SIMPLE_NAME, line no: 53, 0.009861079860134783, insert, 0.11801242236024845, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 63,out,SIMPLE_NAME, line no: 56, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 69,args,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 69,length,SIMPLE_NAME, line no: 50, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 69,System,SIMPLE_NAME, line no: 53, 0.009861079860134783, insert, 0.11801242236024845, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 69,out,SIMPLE_NAME, line no: 56, 0.009861079860134783, insert, 0.33540372670807456, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 64,println,SIMPLE_NAME, line no: 56, 0.00981204939800493, insert, 0.33125, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 65,println,SIMPLE_NAME, line no: 56, 0.00981204939800493, insert, 0.33125, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 66,println,SIMPLE_NAME, line no: 56, 0.00981204939800493, insert, 0.33125, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 67,println,SIMPLE_NAME, line no: 56, 0.00981204939800493, insert, 0.33125, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 70,println,SIMPLE_NAME, line no: 56, 0.00981204939800493, insert, 0.33125, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 72,FloatObj,SIMPLE_NAME, line no: 60, 0.00978125, insert, 1.0, 0.0, 0.375
format,SIMPLE_NAME, line no: 74,FloatObj,SIMPLE_NAME, line no: 60, 0.00978125, insert, 1.0, 0.0, 0.375
format,SIMPLE_NAME, line no: 76,FloatObj,SIMPLE_NAME, line no: 60, 0.00978125, insert, 1.0, 0.0, 0.375
format,SIMPLE_NAME, line no: 78,FloatObj,SIMPLE_NAME, line no: 60, 0.00978125, insert, 1.0, 0.0, 0.375
format,SIMPLE_NAME, line no: 72,output,SIMPLE_NAME, line no: 49, 0.00939, insert, 0.7692307692307693, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 72,score,SIMPLE_NAME, line no: 61, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 72,nextFloat,SIMPLE_NAME, line no: 64, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 74,output,SIMPLE_NAME, line no: 49, 0.00939, insert, 0.7142857142857143, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 74,score,SIMPLE_NAME, line no: 61, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 74,nextFloat,SIMPLE_NAME, line no: 64, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 76,output,SIMPLE_NAME, line no: 49, 0.00939, insert, 0.6666666666666666, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 76,score,SIMPLE_NAME, line no: 61, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 76,nextFloat,SIMPLE_NAME, line no: 64, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 78,output,SIMPLE_NAME, line no: 49, 0.00939, insert, 0.625, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 78,score,SIMPLE_NAME, line no: 61, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 78,nextFloat,SIMPLE_NAME, line no: 64, 0.00939, insert, 1.0, 0.0, 0.3333333333333333
scanner,SIMPLE_NAME, line no: 64,args,SIMPLE_NAME, line no: 50, 0.00904268354832248, insert, 0.3375, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 64,System,SIMPLE_NAME, line no: 53, 0.00904268354832248, insert, 0.11875, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 65,args,SIMPLE_NAME, line no: 50, 0.00904268354832248, insert, 0.3375, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 65,System,SIMPLE_NAME, line no: 53, 0.00904268354832248, insert, 0.11875, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 66,args,SIMPLE_NAME, line no: 50, 0.00904268354832248, insert, 0.3375, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 66,System,SIMPLE_NAME, line no: 53, 0.00904268354832248, insert, 0.11875, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 67,args,SIMPLE_NAME, line no: 50, 0.00904268354832248, insert, 0.3375, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 67,System,SIMPLE_NAME, line no: 53, 0.00904268354832248, insert, 0.11875, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 70,args,SIMPLE_NAME, line no: 50, 0.00904268354832248, insert, 0.3375, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 70,System,SIMPLE_NAME, line no: 53, 0.00904268354832248, insert, 0.11875, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 64,println,SIMPLE_NAME, line no: 56, 0.008968908740818685, insert, 0.33125, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 65,println,SIMPLE_NAME, line no: 56, 0.008968908740818685, insert, 0.33125, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 66,println,SIMPLE_NAME, line no: 56, 0.008968908740818685, insert, 0.33125, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 67,println,SIMPLE_NAME, line no: 56, 0.008968908740818685, insert, 0.33125, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 70,println,SIMPLE_NAME, line no: 56, 0.008968908740818685, insert, 0.33125, 0.0, 0.2857142857142857
format,SIMPLE_NAME, line no: 62,println,SIMPLE_NAME, line no: 56, 0.008944622624062776, insert, 0.32919254658385094, 0.0, 0.2857142857142857
format,SIMPLE_NAME, line no: 63,println,SIMPLE_NAME, line no: 56, 0.008944622624062776, insert, 0.32919254658385094, 0.0, 0.2857142857142857
format,SIMPLE_NAME, line no: 69,println,SIMPLE_NAME, line no: 56, 0.008944622624062776, insert, 0.32919254658385094, 0.0, 0.2857142857142857
String,SIMPLE_NAME, line no: 72,println,SIMPLE_NAME, line no: 56, 0.00883967032967033, insert, 0.7692307692307693, 0.0, 0.42857142857142855
String,SIMPLE_NAME, line no: 74,println,SIMPLE_NAME, line no: 56, 0.008495714285714287, insert, 0.7142857142857143, 0.0, 0.42857142857142855
String,SIMPLE_NAME, line no: 76,println,SIMPLE_NAME, line no: 56, 0.008197619047619047, insert, 0.6666666666666666, 0.0, 0.42857142857142855
String,SIMPLE_NAME, line no: 74,args,SIMPLE_NAME, line no: 50, 0.008048571428571428, insert, 0.7857142857142857, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 74,length,SIMPLE_NAME, line no: 50, 0.008048571428571428, insert, 0.7857142857142857, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 72,args,SIMPLE_NAME, line no: 50, 0.007945384615384615, insert, 0.7692307692307693, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 72,length,SIMPLE_NAME, line no: 50, 0.007945384615384615, insert, 0.7692307692307693, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 72,System,SIMPLE_NAME, line no: 53, 0.007945384615384615, insert, 0.6153846153846154, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 72,out,SIMPLE_NAME, line no: 56, 0.007945384615384615, insert, 0.7692307692307693, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 78,println,SIMPLE_NAME, line no: 56, 0.007936785714285714, insert, 0.625, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 64,mainClass,SIMPLE_NAME, line no: 48, 0.007918496005407488, insert, 0.31875, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,length,SIMPLE_NAME, line no: 50, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,out,SIMPLE_NAME, line no: 56, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 65,mainClass,SIMPLE_NAME, line no: 48, 0.007918496005407488, insert, 0.31875, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,length,SIMPLE_NAME, line no: 50, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,out,SIMPLE_NAME, line no: 56, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 66,mainClass,SIMPLE_NAME, line no: 48, 0.007918496005407488, insert, 0.31875, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,length,SIMPLE_NAME, line no: 50, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,out,SIMPLE_NAME, line no: 56, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 67,mainClass,SIMPLE_NAME, line no: 48, 0.007918496005407488, insert, 0.31875, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,length,SIMPLE_NAME, line no: 50, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,out,SIMPLE_NAME, line no: 56, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 70,mainClass,SIMPLE_NAME, line no: 48, 0.007918496005407488, insert, 0.31875, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,length,SIMPLE_NAME, line no: 50, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,out,SIMPLE_NAME, line no: 56, 0.007918496005407488, insert, 0.3375, 0.0, 0.2222222222222222
String,SIMPLE_NAME, line no: 62,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
format,SIMPLE_NAME, line no: 62,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
String,SIMPLE_NAME, line no: 63,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
format,SIMPLE_NAME, line no: 63,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
String,SIMPLE_NAME, line no: 69,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
format,SIMPLE_NAME, line no: 69,mainClass,SIMPLE_NAME, line no: 48, 0.007893751660033544, insert, 0.3167701863354037, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,exec,SIMPLE_NAME, line no: 55, 0.007844721197903692, insert, 0.33125, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,exec,SIMPLE_NAME, line no: 55, 0.007844721197903692, insert, 0.33125, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,exec,SIMPLE_NAME, line no: 55, 0.007844721197903692, insert, 0.33125, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,exec,SIMPLE_NAME, line no: 55, 0.007844721197903692, insert, 0.33125, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,exec,SIMPLE_NAME, line no: 55, 0.007844721197903692, insert, 0.33125, 0.0, 0.2222222222222222
String,SIMPLE_NAME, line no: 72,output,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.7692307692307693, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 72,score,SIMPLE_NAME, line no: 61, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 72,format,SIMPLE_NAME, line no: 62, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 72,value,SIMPLE_NAME, line no: 7, 0.007825, insert, 0.46153846153846156, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 72,String,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.7692307692307693, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 74,output,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.7142857142857143, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 74,score,SIMPLE_NAME, line no: 61, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 74,format,SIMPLE_NAME, line no: 62, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 74,value,SIMPLE_NAME, line no: 7, 0.007825, insert, 0.42857142857142855, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 74,String,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.7142857142857143, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 76,output,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.6666666666666666, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 76,score,SIMPLE_NAME, line no: 61, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 76,format,SIMPLE_NAME, line no: 62, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 76,value,SIMPLE_NAME, line no: 7, 0.007825, insert, 0.4, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 76,String,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.6666666666666666, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 78,output,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.625, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 78,score,SIMPLE_NAME, line no: 61, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 78,format,SIMPLE_NAME, line no: 62, 0.007825, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 78,value,SIMPLE_NAME, line no: 7, 0.007825, insert, 0.375, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 78,String,SIMPLE_NAME, line no: 49, 0.007825, insert, 0.625, 0.0, 0.16666666666666666
"Student has a A grade\n",STRING_LITERAL, line no: 72,String,SIMPLE_NAME, line no: 49, 0.0077624, insert, 0.7692307692307693, 0.0, 0.16
"Student has a B grade\n",STRING_LITERAL, line no: 74,String,SIMPLE_NAME, line no: 49, 0.0077624, insert, 0.7142857142857143, 0.0, 0.16
"Student has a C grade\n",STRING_LITERAL, line no: 76,String,SIMPLE_NAME, line no: 49, 0.0077624, insert, 0.6666666666666666, 0.0, 0.16
"Student has a D grade\n",STRING_LITERAL, line no: 78,String,SIMPLE_NAME, line no: 49, 0.0077624, insert, 0.625, 0.0, 0.16
String,SIMPLE_NAME, line no: 76,args,SIMPLE_NAME, line no: 50, 0.0077206666666666665, insert, 0.7333333333333333, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 76,length,SIMPLE_NAME, line no: 50, 0.0077206666666666665, insert, 0.7333333333333333, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 74,System,SIMPLE_NAME, line no: 53, 0.007601428571428572, insert, 0.5714285714285714, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 74,out,SIMPLE_NAME, line no: 56, 0.007601428571428572, insert, 0.7142857142857143, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 72,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.6153846153846154, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 72,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.6153846153846154, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 74,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5714285714285714, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 74,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5714285714285714, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 76,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5333333333333333, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 76,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5333333333333333, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 78,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 78,scanner,SIMPLE_NAME, line no: 51, 0.0076014285714285715, insert, 0.5, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 72,println,SIMPLE_NAME, line no: 56, 0.007498241758241758, insert, 0.7692307692307693, 0.0, 0.2857142857142857
String,SIMPLE_NAME, line no: 72,FloatObj,SIMPLE_NAME, line no: 60, 0.007433750000000001, insert, 1.0, 0.0, 0.125
String,SIMPLE_NAME, line no: 74,FloatObj,SIMPLE_NAME, line no: 60, 0.007433750000000001, insert, 1.0, 0.0, 0.125
String,SIMPLE_NAME, line no: 76,FloatObj,SIMPLE_NAME, line no: 60, 0.007433750000000001, insert, 1.0, 0.0, 0.125
String,SIMPLE_NAME, line no: 78,FloatObj,SIMPLE_NAME, line no: 60, 0.007433750000000001, insert, 1.0, 0.0, 0.125
String,SIMPLE_NAME, line no: 78,args,SIMPLE_NAME, line no: 50, 0.00743375, insert, 0.6875, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 78,length,SIMPLE_NAME, line no: 50, 0.00743375, insert, 0.6875, 0.0, 0.3333333333333333
"Student has a A grade\n",STRING_LITERAL, line no: 72,output,SIMPLE_NAME, line no: 49, 0.007386800000000001, insert, 0.7692307692307693, 0.0, 0.12
"Student has a A grade\n",STRING_LITERAL, line no: 72,scanner,SIMPLE_NAME, line no: 51, 0.007386800000000001, insert, 0.6153846153846154, 0.0, 0.12
"Student has a A grade\n",STRING_LITERAL, line no: 72,score,SIMPLE_NAME, line no: 61, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a A grade\n",STRING_LITERAL, line no: 72,nextFloat,SIMPLE_NAME, line no: 64, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a B grade\n",STRING_LITERAL, line no: 74,output,SIMPLE_NAME, line no: 49, 0.007386800000000001, insert, 0.7142857142857143, 0.0, 0.12
"Student has a B grade\n",STRING_LITERAL, line no: 74,scanner,SIMPLE_NAME, line no: 51, 0.007386800000000001, insert, 0.5714285714285714, 0.0, 0.12
"Student has a B grade\n",STRING_LITERAL, line no: 74,score,SIMPLE_NAME, line no: 61, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a B grade\n",STRING_LITERAL, line no: 74,nextFloat,SIMPLE_NAME, line no: 64, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a C grade\n",STRING_LITERAL, line no: 76,output,SIMPLE_NAME, line no: 49, 0.007386800000000001, insert, 0.6666666666666666, 0.0, 0.12
"Student has a C grade\n",STRING_LITERAL, line no: 76,scanner,SIMPLE_NAME, line no: 51, 0.007386800000000001, insert, 0.5333333333333333, 0.0, 0.12
"Student has a C grade\n",STRING_LITERAL, line no: 76,score,SIMPLE_NAME, line no: 61, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a C grade\n",STRING_LITERAL, line no: 76,nextFloat,SIMPLE_NAME, line no: 64, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a D grade\n",STRING_LITERAL, line no: 78,output,SIMPLE_NAME, line no: 49, 0.007386800000000001, insert, 0.625, 0.0, 0.12
"Student has a D grade\n",STRING_LITERAL, line no: 78,scanner,SIMPLE_NAME, line no: 51, 0.007386800000000001, insert, 0.5, 0.0, 0.12
"Student has a D grade\n",STRING_LITERAL, line no: 78,score,SIMPLE_NAME, line no: 61, 0.007386800000000001, insert, 1.0, 0.0, 0.12
"Student has a D grade\n",STRING_LITERAL, line no: 78,nextFloat,SIMPLE_NAME, line no: 64, 0.007386800000000001, insert, 1.0, 0.0, 0.12
String,SIMPLE_NAME, line no: 62,util,SIMPLE_NAME, line no: 44, 0.007368316178018927, insert, 0.012422360248447204, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 63,util,SIMPLE_NAME, line no: 44, 0.007368316178018927, insert, 0.012422360248447204, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 69,util,SIMPLE_NAME, line no: 44, 0.007368316178018927, insert, 0.012422360248447204, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 72,nextFloat,SIMPLE_NAME, line no: 64, 0.0073033333333333336, insert, 1.0, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 74,nextFloat,SIMPLE_NAME, line no: 64, 0.0073033333333333336, insert, 1.0, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 76,System,SIMPLE_NAME, line no: 53, 0.0073033333333333336, insert, 0.5333333333333333, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 76,nextFloat,SIMPLE_NAME, line no: 64, 0.0073033333333333336, insert, 1.0, 0.0, 0.1111111111111111
format,SIMPLE_NAME, line no: 76,out,SIMPLE_NAME, line no: 56, 0.0073033333333333336, insert, 0.6666666666666666, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 78,nextFloat,SIMPLE_NAME, line no: 64, 0.0073033333333333336, insert, 1.0, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 62,in,SIMPLE_NAME, line no: 53, 0.007294999599133167, insert, 0.11801242236024845, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 63,in,SIMPLE_NAME, line no: 53, 0.007294999599133167, insert, 0.11801242236024845, 0.0, 0.3333333333333333
String,SIMPLE_NAME, line no: 69,in,SIMPLE_NAME, line no: 53, 0.007294999599133167, insert, 0.11801242236024845, 0.0, 0.3333333333333333
