format,SIMPLE_NAME, line no: 69,nextFloat,SIMPLE_NAME, line no: 64, 0.006237194899817851, insert, 0.994535519125683, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 62,output,SIMPLE_NAME, line no: 49, 0.0062143897996357, insert, 0.2786885245901639, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 63,output,SIMPLE_NAME, line no: 49, 0.0062143897996357, insert, 0.2786885245901639, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 69,output,SIMPLE_NAME, line no: 49, 0.0062143897996357, insert, 0.2786885245901639, 0.0, 0.3333333333333333
scanner,SIMPLE_NAME, line no: 64,value,SIMPLE_NAME, line no: 7, 0.0059389743589743586, insert, 0.03296703296703297, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 65,value,SIMPLE_NAME, line no: 7, 0.0059389743589743586, insert, 0.03296703296703297, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 66,value,SIMPLE_NAME, line no: 7, 0.0059389743589743586, insert, 0.03296703296703297, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 67,value,SIMPLE_NAME, line no: 7, 0.0059389743589743586, insert, 0.03296703296703297, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 70,value,SIMPLE_NAME, line no: 7, 0.0059389743589743586, insert, 0.03296703296703297, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 64,Scanner,SIMPLE_NAME, line no: 44, 0.0058013919413919405, insert, 0.005494505494505495, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 65,Scanner,SIMPLE_NAME, line no: 44, 0.0058013919413919405, insert, 0.005494505494505495, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 66,Scanner,SIMPLE_NAME, line no: 44, 0.0058013919413919405, insert, 0.005494505494505495, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 67,Scanner,SIMPLE_NAME, line no: 44, 0.0058013919413919405, insert, 0.005494505494505495, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 70,Scanner,SIMPLE_NAME, line no: 44, 0.0058013919413919405, insert, 0.005494505494505495, 0.0, 0.8571428571428571
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.005694640110112541, insert, 0.2849162011173184, 0.0, 0.15942028985507245
scanner,SIMPLE_NAME, line no: 64,nextFloat,SIMPLE_NAME, line no: 64, 0.005564444444444444, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,scanner,SIMPLE_NAME, line no: 51, 0.005564444444444444, insert, 0.08791208791208792, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 65,nextFloat,SIMPLE_NAME, line no: 64, 0.005564444444444444, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,scanner,SIMPLE_NAME, line no: 51, 0.005564444444444444, insert, 0.08791208791208792, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 66,nextFloat,SIMPLE_NAME, line no: 64, 0.005564444444444444, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,scanner,SIMPLE_NAME, line no: 51, 0.005564444444444444, insert, 0.08791208791208792, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 67,nextFloat,SIMPLE_NAME, line no: 64, 0.005564444444444444, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,scanner,SIMPLE_NAME, line no: 51, 0.005564444444444444, insert, 0.08791208791208792, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 70,nextFloat,SIMPLE_NAME, line no: 64, 0.005564444444444444, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,scanner,SIMPLE_NAME, line no: 51, 0.005564444444444444, insert, 0.08791208791208792, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,output,SIMPLE_NAME, line no: 49, 0.005541514041514041, insert, 0.2802197802197802, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,output,SIMPLE_NAME, line no: 49, 0.005541514041514041, insert, 0.2802197802197802, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,output,SIMPLE_NAME, line no: 49, 0.005541514041514041, insert, 0.2802197802197802, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,output,SIMPLE_NAME, line no: 49, 0.005541514041514041, insert, 0.2802197802197802, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,output,SIMPLE_NAME, line no: 49, 0.005541514041514041, insert, 0.2802197802197802, 0.0, 0.2222222222222222
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.005486756052141526, insert, 0.2849162011173184, 0.0, 0.14666666666666667
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.005277605052222491, insert, 0.07262569832402235, 0.0, 0.2753623188405797
String,SIMPLE_NAME, line no: 62,format,SIMPLE_NAME, line no: 62, 0.005216666666666666, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 62,String,SIMPLE_NAME, line no: 49, 0.005216666666666666, insert, 0.2786885245901639, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,format,SIMPLE_NAME, line no: 62, 0.005216666666666666, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 63,String,SIMPLE_NAME, line no: 49, 0.005216666666666666, insert, 0.2786885245901639, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,format,SIMPLE_NAME, line no: 62, 0.005216666666666666, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 69,String,SIMPLE_NAME, line no: 49, 0.005216666666666666, insert, 0.2786885245901639, 0.0, 0.16666666666666666
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.0051993151919264725, insert, 0.2849162011173184, 0.0, 0.12903225806451613
String,SIMPLE_NAME, line no: 62,output,SIMPLE_NAME, line no: 49, 0.005171056466302368, insert, 0.2786885245901639, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 62,n,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 62,value,SIMPLE_NAME, line no: 7, 0.005171056466302368, insert, 0.03278688524590164, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 62,a,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,output,SIMPLE_NAME, line no: 49, 0.005171056466302368, insert, 0.2786885245901639, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,n,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 63,value,SIMPLE_NAME, line no: 7, 0.005171056466302368, insert, 0.03278688524590164, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 63,a,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,output,SIMPLE_NAME, line no: 49, 0.005171056466302368, insert, 0.2786885245901639, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,n,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 69,value,SIMPLE_NAME, line no: 7, 0.005171056466302368, insert, 0.03278688524590164, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 69,a,SIMPLE_NAME, line no: 60, 0.005171056466302368, insert, 0.9781420765027322, 0.0, 0.16666666666666666
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.005162788438183142, insert, 0.08379888268156424, 0.0, 0.2608695652173913
scanner,SIMPLE_NAME, line no: 64,String,SIMPLE_NAME, line no: 49, 0.005067619047619047, insert, 0.2802197802197802, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 64,format,SIMPLE_NAME, line no: 62, 0.005067619047619047, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,String,SIMPLE_NAME, line no: 49, 0.005067619047619047, insert, 0.2802197802197802, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,format,SIMPLE_NAME, line no: 62, 0.005067619047619047, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,String,SIMPLE_NAME, line no: 49, 0.005067619047619047, insert, 0.2802197802197802, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,format,SIMPLE_NAME, line no: 62, 0.005067619047619047, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,String,SIMPLE_NAME, line no: 49, 0.005067619047619047, insert, 0.2802197802197802, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,format,SIMPLE_NAME, line no: 62, 0.005067619047619047, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,String,SIMPLE_NAME, line no: 49, 0.005067619047619047, insert, 0.2802197802197802, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,format,SIMPLE_NAME, line no: 62, 0.005067619047619047, insert, 1.0, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 62,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 62,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,nextFloat,SIMPLE_NAME, line no: 64, 0.005044813947436898, insert, 0.994535519125683, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.005044813947436898, insert, 0.08743169398907104, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 64,n,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 64,a,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 64,c,SIMPLE_NAME, line no: 61, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,n,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,a,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,c,SIMPLE_NAME, line no: 61, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,n,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,a,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,c,SIMPLE_NAME, line no: 61, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,n,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,a,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,c,SIMPLE_NAME, line no: 61, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,n,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,a,SIMPLE_NAME, line no: 60, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,c,SIMPLE_NAME, line no: 61, 0.005044688644688645, insert, 0.9835164835164835, 0.0, 0.14285714285714285
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.005039947858472998, insert, 0.08379888268156424, 0.0, 0.25333333333333335
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,String,SIMPLE_NAME, line no: 49, 0.004918571428571428, insert, 0.2786885245901639, 0.0, 0.11904761904761904
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.0048957663283892795, insert, 0.08743169398907104, 0.0, 0.11904761904761904
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,nextFloat,SIMPLE_NAME, line no: 64, 0.0048957663283892795, insert, 0.994535519125683, 0.0, 0.11904761904761904
scanner,SIMPLE_NAME, line no: 64,FloatObj,SIMPLE_NAME, line no: 60, 0.004887042124542124, insert, 0.9835164835164835, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 65,FloatObj,SIMPLE_NAME, line no: 60, 0.004887042124542124, insert, 0.9835164835164835, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 66,FloatObj,SIMPLE_NAME, line no: 60, 0.004887042124542124, insert, 0.9835164835164835, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 67,FloatObj,SIMPLE_NAME, line no: 60, 0.004887042124542124, insert, 0.9835164835164835, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 70,FloatObj,SIMPLE_NAME, line no: 60, 0.004887042124542124, insert, 0.9835164835164835, 0.0, 0.125
nextFloat,SIMPLE_NAME, line no: 64,String,SIMPLE_NAME, line no: 49, 0.004868888888888889, insert, 0.2802197802197802, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,String,SIMPLE_NAME, line no: 49, 0.004868888888888889, insert, 0.2802197802197802, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,String,SIMPLE_NAME, line no: 49, 0.004868888888888889, insert, 0.2802197802197802, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,String,SIMPLE_NAME, line no: 49, 0.004868888888888889, insert, 0.2802197802197802, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,String,SIMPLE_NAME, line no: 49, 0.004868888888888889, insert, 0.2802197802197802, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 62,FloatObj,SIMPLE_NAME, line no: 60, 0.0048646129326047356, insert, 0.9781420765027322, 0.0, 0.125
String,SIMPLE_NAME, line no: 63,FloatObj,SIMPLE_NAME, line no: 60, 0.0048646129326047356, insert, 0.9781420765027322, 0.0, 0.125
String,SIMPLE_NAME, line no: 69,FloatObj,SIMPLE_NAME, line no: 60, 0.0048646129326047356, insert, 0.9781420765027322, 0.0, 0.125
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.004854162912236439, insert, 0.08379888268156424, 0.0, 0.24193548387096775
String,SIMPLE_NAME, line no: 62,nextFloat,SIMPLE_NAME, line no: 64, 0.004846083788706739, insert, 0.994535519125683, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 63,nextFloat,SIMPLE_NAME, line no: 64, 0.004846083788706739, insert, 0.994535519125683, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 69,nextFloat,SIMPLE_NAME, line no: 64, 0.004846083788706739, insert, 0.994535519125683, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 64,value,SIMPLE_NAME, line no: 7, 0.004845958485958486, insert, 0.03296703296703297, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 64,n,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 64,a,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,value,SIMPLE_NAME, line no: 7, 0.004845958485958486, insert, 0.03296703296703297, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,n,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,a,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,value,SIMPLE_NAME, line no: 7, 0.004845958485958486, insert, 0.03296703296703297, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,n,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,a,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,value,SIMPLE_NAME, line no: 7, 0.004845958485958486, insert, 0.03296703296703297, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,n,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,a,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,value,SIMPLE_NAME, line no: 7, 0.004845958485958486, insert, 0.03296703296703297, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,n,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,a,SIMPLE_NAME, line no: 60, 0.004845958485958486, insert, 0.9835164835164835, 0.0, 0.1111111111111111
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.004802611566484517, insert, 0.08743169398907104, 0.0, 0.10416666666666667
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,nextFloat,SIMPLE_NAME, line no: 64, 0.004802611566484517, insert, 0.994535519125683, 0.0, 0.10416666666666667
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,output,SIMPLE_NAME, line no: 49, 0.004779806466302368, insert, 0.2786885245901639, 0.0, 0.10416666666666667
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,format,SIMPLE_NAME, line no: 62, 0.0047695238095238094, insert, 1.0, 0.0, 0.09523809523809523
a.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,value=i; ,EXPRESSION_STATEMENT, line no: 7, 0.004739382264175174, insert, 0.0223463687150838, 0.0, 0.27586206896551724
b.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,value=i; ,EXPRESSION_STATEMENT, line no: 7, 0.004739382264175174, insert, 0.0223463687150838, 0.0, 0.27586206896551724
c.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,value=i; ,EXPRESSION_STATEMENT, line no: 7, 0.004739382264175174, insert, 0.0223463687150838, 0.0, 0.27586206896551724
d.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,value=i; ,EXPRESSION_STATEMENT, line no: 7, 0.004739382264175174, insert, 0.0223463687150838, 0.0, 0.27586206896551724
n.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,value=i; ,EXPRESSION_STATEMENT, line no: 7, 0.004739382264175174, insert, 0.0223463687150838, 0.0, 0.27586206896551724
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,String,SIMPLE_NAME, line no: 49, 0.0047099047619047615, insert, 0.2786885245901639, 0.0, 0.08571428571428572
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,format,SIMPLE_NAME, line no: 62, 0.0047099047619047615, insert, 1.0, 0.0, 0.08571428571428572
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.004701199255121042, insert, 0.07262569832402235, 0.0, 0.24
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,scanner,SIMPLE_NAME, line no: 51, 0.004687099661722613, insert, 0.08743169398907104, 0.0, 0.08571428571428572
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,output,SIMPLE_NAME, line no: 49, 0.004574865990111892, insert, 0.2786885245901639, 0.0, 0.07142857142857142
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,String,SIMPLE_NAME, line no: 49, 0.004564583333333333, insert, 0.2786885245901639, 0.0, 0.0625
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,format,SIMPLE_NAME, line no: 62, 0.004564583333333333, insert, 1.0, 0.0, 0.0625
n.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.0045444819226309685, insert, 0.05027932960893855, 0.0, 0.24528301886792453
n.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 75, 0.0045444819226309685, insert, 0.05027932960893855, 0.0, 0.24528301886792453
n.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.0045444819226309685, insert, 0.05027932960893855, 0.0, 0.24528301886792453
n.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 81, 0.0045444819226309685, insert, 0.05027932960893855, 0.0, 0.24528301886792453
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,FloatObj,SIMPLE_NAME, line no: 60, 0.004529255789747593, insert, 0.9781420765027322, 0.0, 0.07142857142857142
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,value,SIMPLE_NAME, line no: 7, 0.004518973132969034, insert, 0.03278688524590164, 0.0, 0.0625
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,output,SIMPLE_NAME, line no: 49, 0.00448543741868332, insert, 0.2786885245901639, 0.0, 0.05714285714285714
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.004469844416411364, insert, 0.07262569832402235, 0.0, 0.22580645161290322
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,FloatObj,SIMPLE_NAME, line no: 60, 0.004439827218319021, insert, 0.9781420765027322, 0.0, 0.05714285714285714
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,value,SIMPLE_NAME, line no: 7, 0.004425818371064273, insert, 0.03278688524590164, 0.0, 0.047619047619047616
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,FloatObj,SIMPLE_NAME, line no: 60, 0.004342946265938069, insert, 0.9781420765027322, 0.0, 0.041666666666666664
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,value,SIMPLE_NAME, line no: 7, 0.004306580275826178, insert, 0.03278688524590164, 0.0, 0.02857142857142857
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,n,SIMPLE_NAME, line no: 60, 0.004306580275826178, insert, 0.9781420765027322, 0.0, 0.02857142857142857
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,d,SIMPLE_NAME, line no: 61, 0.004306580275826178, insert, 0.9781420765027322, 0.0, 0.02857142857142857
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,n,SIMPLE_NAME, line no: 60, 0.004276770752016654, insert, 0.9781420765027322, 0.0, 0.023809523809523808
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,a,SIMPLE_NAME, line no: 60, 0.004276770752016654, insert, 0.9781420765027322, 0.0, 0.023809523809523808
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,c,SIMPLE_NAME, line no: 61, 0.004276770752016654, insert, 0.9781420765027322, 0.0, 0.023809523809523808
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,d,SIMPLE_NAME, line no: 61, 0.004276770752016654, insert, 0.9781420765027322, 0.0, 0.023809523809523808
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,n,SIMPLE_NAME, line no: 60, 0.004258139799635702, insert, 0.9781420765027322, 0.0, 0.020833333333333332
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,a,SIMPLE_NAME, line no: 60, 0.004258139799635702, insert, 0.9781420765027322, 0.0, 0.020833333333333332
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,c,SIMPLE_NAME, line no: 61, 0.004258139799635702, insert, 0.9781420765027322, 0.0, 0.020833333333333332
"Thank you. Now enter student score (percent) >",STRING_LITERAL, line no: 69,d,SIMPLE_NAME, line no: 61, 0.004258139799635702, insert, 0.9781420765027322, 0.0, 0.020833333333333332
a.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.004236934752819648, insert, 0.05027932960893855, 0.0, 0.22641509433962265
a.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 75, 0.004236934752819648, insert, 0.05027932960893855, 0.0, 0.22641509433962265
a.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.004236934752819648, insert, 0.05027932960893855, 0.0, 0.22641509433962265
a.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 81, 0.004236934752819648, insert, 0.05027932960893855, 0.0, 0.22641509433962265
