D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.012279005574860228, insert, 0.281767955801105, 0.0, 0.3448275862068966
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.012216251452174162, insert, 0.281767955801105, 0.0, 0.34210526315789475
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,mainClass,SIMPLE_NAME, line no: 48, 0.011884369230769232, insert, 0.7692307692307693, 0.0, 0.12
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,System,SIMPLE_NAME, line no: 53, 0.011884369230769232, insert, 0.6153846153846154, 0.0, 0.12
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,println,SIMPLE_NAME, line no: 56, 0.011884369230769232, insert, 0.7692307692307693, 0.0, 0.12
format,SIMPLE_NAME, line no: 72,grade_0cea42f9_003,SIMPLE_NAME, line no: 48, 0.011717435897435898, insert, 0.7692307692307693, 0.0, 0.1111111111111111
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.011315507933619625, insert, 0.281767955801105, 0.0, 0.30303030303030304
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,args,SIMPLE_NAME, line no: 50, 0.011133169230769232, insert, 0.7692307692307693, 0.0, 0.08
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,exec,SIMPLE_NAME, line no: 55, 0.011133169230769232, insert, 0.7692307692307693, 0.0, 0.08
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01100300508024356, insert, 0.281767955801105, 0.0, 0.2894736842105263
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01100300508024356, insert, 0.281767955801105, 0.0, 0.2894736842105263
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01100300508024356, insert, 0.281767955801105, 0.0, 0.2894736842105263
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01100300508024356, insert, 0.281767955801105, 0.0, 0.2894736842105263
format,SIMPLE_NAME, line no: 72,java,SIMPLE_NAME, line no: 51, 0.010834615384615385, insert, 0.6153846153846154, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 72,util,SIMPLE_NAME, line no: 51, 0.010834615384615385, insert, 0.6153846153846154, 0.0, 0.16666666666666666
nextFloat,SIMPLE_NAME, line no: 64,FloatObj,SIMPLE_NAME, line no: 60, 0.010724077090769255, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 65,FloatObj,SIMPLE_NAME, line no: 60, 0.010724077090769255, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 66,FloatObj,SIMPLE_NAME, line no: 60, 0.010724077090769255, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 67,FloatObj,SIMPLE_NAME, line no: 60, 0.010724077090769255, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 70,FloatObj,SIMPLE_NAME, line no: 60, 0.010724077090769255, insert, 0.9836956521739131, 0.0, 0.5555555555555556
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,Scanner,SIMPLE_NAME, line no: 51, 0.010709415384615385, insert, 0.6153846153846154, 0.0, 0.16
String,SIMPLE_NAME, line no: 72,grade_0cea42f9_003,SIMPLE_NAME, line no: 48, 0.010674102564102565, insert, 0.7692307692307693, 0.0, 0.05555555555555555
output+=(String.format("Thank you. Now enter student score (percent) > ")); ,EXPRESSION_STATEMENT, line no: 68,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.010396381894278259, insert, 0.281767955801105, 1.0, 0.2631578947368421
format,SIMPLE_NAME, line no: 72,Scanner,SIMPLE_NAME, line no: 51, 0.010387472527472527, insert, 0.6153846153846154, 0.0, 0.14285714285714285
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,out,SIMPLE_NAME, line no: 56, 0.010381969230769233, insert, 0.7692307692307693, 0.0, 0.04
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.010343632052020404, insert, 0.281767955801105, 1.0, 0.2608695652173913
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.010278970955059167, insert, 0.281767955801105, 1.0, 0.25806451612903225
scanner,SIMPLE_NAME, line no: 64,score,SIMPLE_NAME, line no: 61, 0.009664041554379301, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 65,score,SIMPLE_NAME, line no: 61, 0.009664041554379301, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 66,score,SIMPLE_NAME, line no: 61, 0.009664041554379301, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 67,score,SIMPLE_NAME, line no: 61, 0.009664041554379301, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 70,score,SIMPLE_NAME, line no: 61, 0.009664041554379301, insert, 0.9836956521739131, 0.0, 0.42857142857142855
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.00940236891832156, insert, 0.0718232044198895, 0.5, 0.36
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.00940236891832156, insert, 0.0718232044198895, 0.5, 0.36
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.00940236891832156, insert, 0.0718232044198895, 0.5, 0.36
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.00940236891832156, insert, 0.0718232044198895, 0.5, 0.36
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.00940236891832156, insert, 0.0718232044198895, 0.5, 0.36
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00925300160113924, insert, 0.08287292817679558, 0.5, 0.34615384615384615
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00925300160113924, insert, 0.08287292817679558, 0.5, 0.34615384615384615
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00925300160113924, insert, 0.08287292817679558, 0.5, 0.34615384615384615
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00925300160113924, insert, 0.08287292817679558, 0.5, 0.34615384615384615
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00925300160113924, insert, 0.08287292817679558, 0.5, 0.34615384615384615
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,java,SIMPLE_NAME, line no: 51, 0.009207015384615385, insert, 0.6153846153846154, 0.0, 0.08
format,SIMPLE_NAME, line no: 62,FloatObj,SIMPLE_NAME, line no: 60, 0.009094240460130154, insert, 0.9783783783783784, 0.0, 0.375
format,SIMPLE_NAME, line no: 63,FloatObj,SIMPLE_NAME, line no: 60, 0.009094240460130154, insert, 0.9783783783783784, 0.0, 0.375
format,SIMPLE_NAME, line no: 69,FloatObj,SIMPLE_NAME, line no: 60, 0.009094240460130154, insert, 0.9783783783783784, 0.0, 0.375
String,SIMPLE_NAME, line no: 72,i,SIMPLE_NAME, line no: 7, 0.008908461538461539, insert, 0.46153846153846156, 0.0, 0.16666666666666666
nextFloat,SIMPLE_NAME, line no: 64,format,SIMPLE_NAME, line no: 62, 0.008852976900455577, insert, 1.0, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 65,format,SIMPLE_NAME, line no: 62, 0.008852976900455577, insert, 1.0, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 66,format,SIMPLE_NAME, line no: 62, 0.008852976900455577, insert, 1.0, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 67,format,SIMPLE_NAME, line no: 62, 0.008852976900455577, insert, 1.0, 0.0, 0.3333333333333333
nextFloat,SIMPLE_NAME, line no: 70,format,SIMPLE_NAME, line no: 62, 0.008852976900455577, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 62,nextFloat,SIMPLE_NAME, line no: 64, 0.008821074280994476, insert, 0.9945945945945946, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 63,nextFloat,SIMPLE_NAME, line no: 64, 0.008821074280994476, insert, 0.9945945945945946, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 69,nextFloat,SIMPLE_NAME, line no: 64, 0.008821074280994476, insert, 0.9945945945945946, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 62,output,SIMPLE_NAME, line no: 49, 0.008789171661533375, insert, 0.2756756756756757, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 62,score,SIMPLE_NAME, line no: 61, 0.008789171661533375, insert, 0.9783783783783784, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 63,output,SIMPLE_NAME, line no: 49, 0.008789171661533375, insert, 0.2756756756756757, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 63,score,SIMPLE_NAME, line no: 61, 0.008789171661533375, insert, 0.9783783783783784, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 69,output,SIMPLE_NAME, line no: 49, 0.008789171661533375, insert, 0.2756756756756757, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 69,score,SIMPLE_NAME, line no: 61, 0.008789171661533375, insert, 0.9783783783783784, 0.0, 0.3333333333333333
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,util,SIMPLE_NAME, line no: 51, 0.008455815384615387, insert, 0.6153846153846154, 0.0, 0.04
"Stdent has an A grade\n",STRING_LITERAL, line no: 72,in,SIMPLE_NAME, line no: 53, 0.008455815384615387, insert, 0.6153846153846154, 0.0, 0.04
scanner,SIMPLE_NAME, line no: 64,value,SIMPLE_NAME, line no: 7, 0.008399330568599933, insert, 0.03260869565217391, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 65,value,SIMPLE_NAME, line no: 7, 0.008399330568599933, insert, 0.03260869565217391, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 66,value,SIMPLE_NAME, line no: 7, 0.008399330568599933, insert, 0.03260869565217391, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 67,value,SIMPLE_NAME, line no: 7, 0.008399330568599933, insert, 0.03260869565217391, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 70,value,SIMPLE_NAME, line no: 7, 0.008399330568599933, insert, 0.03260869565217391, 0.0, 0.2857142857142857
scanner,SIMPLE_NAME, line no: 64,Scanner,SIMPLE_NAME, line no: 44, 0.00819770997666409, insert, 0.005434782608695652, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 65,Scanner,SIMPLE_NAME, line no: 44, 0.00819770997666409, insert, 0.005434782608695652, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 66,Scanner,SIMPLE_NAME, line no: 44, 0.00819770997666409, insert, 0.005434782608695652, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 67,Scanner,SIMPLE_NAME, line no: 44, 0.00819770997666409, insert, 0.005434782608695652, 0.0, 0.8571428571428571
scanner,SIMPLE_NAME, line no: 70,Scanner,SIMPLE_NAME, line no: 44, 0.00819770997666409, insert, 0.005434782608695652, 0.0, 0.8571428571428571
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.008005055711922287, insert, 0.281767955801105, 0.0, 0.15942028985507245
scanner,SIMPLE_NAME, line no: 64,nextFloat,SIMPLE_NAME, line no: 64, 0.007869312800404957, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,scanner,SIMPLE_NAME, line no: 51, 0.007869312800404957, insert, 0.08695652173913043, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 65,nextFloat,SIMPLE_NAME, line no: 64, 0.007869312800404957, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,scanner,SIMPLE_NAME, line no: 51, 0.007869312800404957, insert, 0.08695652173913043, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 66,nextFloat,SIMPLE_NAME, line no: 64, 0.007869312800404957, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,scanner,SIMPLE_NAME, line no: 51, 0.007869312800404957, insert, 0.08695652173913043, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 67,nextFloat,SIMPLE_NAME, line no: 64, 0.007869312800404957, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,scanner,SIMPLE_NAME, line no: 51, 0.007869312800404957, insert, 0.08695652173913043, 0.0, 0.2222222222222222
scanner,SIMPLE_NAME, line no: 70,nextFloat,SIMPLE_NAME, line no: 64, 0.007869312800404957, insert, 1.0, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,scanner,SIMPLE_NAME, line no: 51, 0.007869312800404957, insert, 0.08695652173913043, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 64,output,SIMPLE_NAME, line no: 49, 0.007837236797142436, insert, 0.27717391304347827, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 65,output,SIMPLE_NAME, line no: 49, 0.007837236797142436, insert, 0.27717391304347827, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 66,output,SIMPLE_NAME, line no: 49, 0.007837236797142436, insert, 0.27717391304347827, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 67,output,SIMPLE_NAME, line no: 49, 0.007837236797142436, insert, 0.27717391304347827, 0.0, 0.2222222222222222
nextFloat,SIMPLE_NAME, line no: 70,output,SIMPLE_NAME, line no: 49, 0.007837236797142436, insert, 0.27717391304347827, 0.0, 0.2222222222222222
output+=(String.format("Thank you. Now enter student score (percent) > ")); ,EXPRESSION_STATEMENT, line no: 68,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.007666577557434403, insert, 0.281767955801105, 0.0, 0.14473684210526316
output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.0075, insert, 1.0, 1.0, 1.0
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.007451328086011131, insert, 0.0718232044198895, 0.0, 0.2753623188405797
String,SIMPLE_NAME, line no: 62,format,SIMPLE_NAME, line no: 62, 0.007377480750379647, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 62,String,SIMPLE_NAME, line no: 49, 0.007377480750379647, insert, 0.2756756756756757, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,format,SIMPLE_NAME, line no: 62, 0.007377480750379647, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 63,String,SIMPLE_NAME, line no: 49, 0.007377480750379647, insert, 0.2756756756756757, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,format,SIMPLE_NAME, line no: 62, 0.007377480750379647, insert, 1.0, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 69,String,SIMPLE_NAME, line no: 49, 0.007377480750379647, insert, 0.2756756756756757, 0.0, 0.16666666666666666
output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.007330188679245283, insert, 1.0, 1.0, 0.9622641509433962
output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.007330188679245283, insert, 1.0, 1.0, 0.9622641509433962
output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.007330188679245283, insert, 1.0, 1.0, 0.9622641509433962
String,SIMPLE_NAME, line no: 62,output,SIMPLE_NAME, line no: 49, 0.0073136755114574445, insert, 0.2756756756756757, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 62,score,SIMPLE_NAME, line no: 61, 0.0073136755114574445, insert, 0.9783783783783784, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 62,value,SIMPLE_NAME, line no: 7, 0.0073136755114574445, insert, 0.032432432432432434, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,output,SIMPLE_NAME, line no: 49, 0.0073136755114574445, insert, 0.2756756756756757, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 63,score,SIMPLE_NAME, line no: 61, 0.0073136755114574445, insert, 0.9783783783783784, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 63,value,SIMPLE_NAME, line no: 7, 0.0073136755114574445, insert, 0.032432432432432434, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,output,SIMPLE_NAME, line no: 49, 0.0073136755114574445, insert, 0.2756756756756757, 0.0, 0.16666666666666666
String,SIMPLE_NAME, line no: 69,score,SIMPLE_NAME, line no: 61, 0.0073136755114574445, insert, 0.9783783783783784, 0.0, 0.16666666666666666
format,SIMPLE_NAME, line no: 69,value,SIMPLE_NAME, line no: 7, 0.0073136755114574445, insert, 0.032432432432432434, 0.0, 0.16666666666666666
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.007304560494842207, insert, 0.281767955801105, 0.0, 0.12903225806451613
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.00728705555699082, insert, 0.08287292817679558, 0.0, 0.2608695652173913
scanner,SIMPLE_NAME, line no: 64,String,SIMPLE_NAME, line no: 49, 0.0071666955860830855, insert, 0.27717391304347827, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 64,format,SIMPLE_NAME, line no: 62, 0.0071666955860830855, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,String,SIMPLE_NAME, line no: 49, 0.0071666955860830855, insert, 0.27717391304347827, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 65,format,SIMPLE_NAME, line no: 62, 0.0071666955860830855, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,String,SIMPLE_NAME, line no: 49, 0.0071666955860830855, insert, 0.27717391304347827, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 66,format,SIMPLE_NAME, line no: 62, 0.0071666955860830855, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,String,SIMPLE_NAME, line no: 49, 0.0071666955860830855, insert, 0.27717391304347827, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 67,format,SIMPLE_NAME, line no: 62, 0.0071666955860830855, insert, 1.0, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,String,SIMPLE_NAME, line no: 49, 0.0071666955860830855, insert, 0.27717391304347827, 0.0, 0.14285714285714285
scanner,SIMPLE_NAME, line no: 70,format,SIMPLE_NAME, line no: 62, 0.0071666955860830855, insert, 1.0, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 62,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 62,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
"Enter thresholds for A  B  C  D\n",STRING_LITERAL, line no: 62,nextFloat,SIMPLE_NAME, line no: 64, 0.007134792966621985, insert, 0.9945945945945946, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
String,SIMPLE_NAME, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
format,SIMPLE_NAME, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.007134792966621985, insert, 0.08648648648648649, 0.0, 0.14285714285714285
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.007107982132309364, insert, 0.06629834254143646, 0.0, 0.2641509433962264
output+=(String.format("Thank you. Now enter student score (percent) > ")); ,EXPRESSION_STATEMENT, line no: 68,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.007036493806266023, insert, 0.08287292817679558, 0.0, 0.25
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.007023077229669654, insert, 0.06077348066298342, 0.0, 0.2641509433962264
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,String,SIMPLE_NAME, line no: 49, 0.006955910421786524, insert, 0.2756756756756757, 0.0, 0.11904761904761904
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.0069381723270299425, insert, 0.055248618784530384, 0.0, 0.2641509433962264
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,scanner,SIMPLE_NAME, line no: 51, 0.006924007802325423, insert, 0.08648648648648649, 0.0, 0.11904761904761904
"in that order  decreasing percentages > ",STRING_LITERAL, line no: 63,nextFloat,SIMPLE_NAME, line no: 64, 0.006924007802325423, insert, 0.9945945945945946, 0.0, 0.11904761904761904
scanner,SIMPLE_NAME, line no: 64,FloatObj,SIMPLE_NAME, line no: 60, 0.006912378703073105, insert, 0.9836956521739131, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 65,FloatObj,SIMPLE_NAME, line no: 60, 0.006912378703073105, insert, 0.9836956521739131, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 66,FloatObj,SIMPLE_NAME, line no: 60, 0.006912378703073105, insert, 0.9836956521739131, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 67,FloatObj,SIMPLE_NAME, line no: 60, 0.006912378703073105, insert, 0.9836956521739131, 0.0, 0.125
scanner,SIMPLE_NAME, line no: 70,FloatObj,SIMPLE_NAME, line no: 60, 0.006912378703073105, insert, 0.9836956521739131, 0.0, 0.125
nextFloat,SIMPLE_NAME, line no: 64,String,SIMPLE_NAME, line no: 49, 0.006885648700354337, insert, 0.27717391304347827, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,String,SIMPLE_NAME, line no: 49, 0.006885648700354337, insert, 0.27717391304347827, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,String,SIMPLE_NAME, line no: 49, 0.006885648700354337, insert, 0.27717391304347827, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,String,SIMPLE_NAME, line no: 49, 0.006885648700354337, insert, 0.27717391304347827, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,String,SIMPLE_NAME, line no: 49, 0.006885648700354337, insert, 0.27717391304347827, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 62,FloatObj,SIMPLE_NAME, line no: 60, 0.00688099623501626, insert, 0.9783783783783784, 0.0, 0.125
String,SIMPLE_NAME, line no: 63,FloatObj,SIMPLE_NAME, line no: 60, 0.00688099623501626, insert, 0.9783783783783784, 0.0, 0.125
String,SIMPLE_NAME, line no: 69,FloatObj,SIMPLE_NAME, line no: 60, 0.00688099623501626, insert, 0.9783783783783784, 0.0, 0.125
String,SIMPLE_NAME, line no: 62,nextFloat,SIMPLE_NAME, line no: 64, 0.0068537460808932365, insert, 0.9945945945945946, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 63,nextFloat,SIMPLE_NAME, line no: 64, 0.0068537460808932365, insert, 0.9945945945945946, 0.0, 0.1111111111111111
String,SIMPLE_NAME, line no: 69,nextFloat,SIMPLE_NAME, line no: 64, 0.0068537460808932365, insert, 0.9945945945945946, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 64,value,SIMPLE_NAME, line no: 7, 0.006853572697091817, insert, 0.03260869565217391, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 64,score,SIMPLE_NAME, line no: 61, 0.006853572697091817, insert, 0.9836956521739131, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,value,SIMPLE_NAME, line no: 7, 0.006853572697091817, insert, 0.03260869565217391, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 65,score,SIMPLE_NAME, line no: 61, 0.006853572697091817, insert, 0.9836956521739131, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,value,SIMPLE_NAME, line no: 7, 0.006853572697091817, insert, 0.03260869565217391, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 66,score,SIMPLE_NAME, line no: 61, 0.006853572697091817, insert, 0.9836956521739131, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,value,SIMPLE_NAME, line no: 7, 0.006853572697091817, insert, 0.03260869565217391, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 67,score,SIMPLE_NAME, line no: 61, 0.006853572697091817, insert, 0.9836956521739131, 0.0, 0.1111111111111111
nextFloat,SIMPLE_NAME, line no: 70,value,SIMPLE_NAME, line no: 7, 0.006853572697091817, insert, 0.03260869565217391, 0.0, 0.1111111111111111
